"CNPJ";"Beneficiário";"Nome Fantasia";"UF";"Município";"CNAE";"Benefício Fiscal";"Valor Renunciado(R$)";
"10.753.029/0001-06";"SSE SIRIO SOLUTIONS ENGINEERING S.A.";"SSE DO BRASIL";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa de Alimentação do Trabalhador";"29.745,40";
"00.622.992/0001-99";"GREVILLE ASSESSORIA LTDA";"GREVILLE ASSESSORIAS";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"COFINS";"29.850,00";
"08.783.287/0001-85";"APL SOLUCOES DE LOGISTICA LTDA.";"APL LOGISTICA DO BRASIL";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Imposto de Importação";"30.057,00";
"33.943.318/0001-65";"RAPHAEL MATOS DE PAULA";"CLASSY DECOR";"SÃO PAULO";"SANTOS";"47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente";"COFINS";"30.380,00";
"27.275.310/0001-75";"CRYOTRONICS SERVICOS DE CRIOGENIA, MANUTENCAO INDUSTRIAL E COMERCIO LTDA.";"CRYOTRONICS";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"30.805,00";
"53.730.495/0001-70";"TERMARES TERMINAIS MARITIMOS ESPECIALIZADOS LTDA";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Empresa Cidadã";"31.122,56";
"07.255.814/0001-16";"AGRI PORT SERVICES BRASIL LTDA";"BLUE OCEAN";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"31.223,02";
"62.356.878/0002-00";"EISA - EMPRESA INTERAGRICOLA S/A";"INTERAGRICOLA";"SÃO PAULO";"SANTOS";"46214 - Comércio atacadista de café em grão";"COFINS";"31.277,00";
"21.609.225/0001-10";"7SHIPPING SERVICOS MARITIMOS E TRANSPORTES LTDA";"";"SÃO PAULO";"SANTOS";"49230 - Transporte rodoviário de táxi";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"31.835,61";
"09.260.988/0001-00";"DONNI COMERCIO DE MOBILIARIO CORPORATIVO LTDA";"";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"COFINS";"32.074,00";
"22.369.646/0001-83";"ARGUEL COMERCIO IMPORTACAO E EXPORTACAO LTDA";"ARGUEL COMERCIO";"SÃO PAULO";"SANTOS";"46494 - Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"PIS";"32.170,00";
"51.068.286/0001-88";"SOARES EMBALAGENS LTDA";"";"SÃO PAULO";"SANTOS";"13596 - Fabricação de outros produtos têxteis não especificados anteriormente";"COFINS";"32.760,00";
"00.955.354/0001-90";"EQUIPORT EQUIPAMENTOS PARA PORTOS LTDA";"";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COFINS";"33.593,00";
"72.905.839/0001-80";"A.DE OLIVEIRA FORTUNA";"MEDTECH TECNOLOGIA MEDICA";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"PIS";"34.333,00";
"19.984.198/0001-13";"BETTER LIFE IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E ALIMENTICIOS LTDA";"LUNA PARK";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"COFINS";"34.394,00";
"45.050.663/0009-06";"MARIMEX DESPACHOS TRANSPORTES E SERVICOS LTDA";"MARIMEX";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"IPI";"34.713,00";
"45.050.663/0001-59";"MARIMEX DESPACHOS TRANSPORTES E SERVICOS LTDA";"MARIMEX";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Pronon - Programa Nacional de Apoio à Atenção Oncológica";"35.000,00";
"45.050.663/0001-59";"MARIMEX DESPACHOS TRANSPORTES E SERVICOS LTDA";"MARIMEX";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Fundos do Idoso";"35.000,00";
"45.050.663/0001-59";"MARIMEX DESPACHOS TRANSPORTES E SERVICOS LTDA";"MARIMEX";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Incentivo ao Desporto";"35.000,00";
"45.050.663/0001-59";"MARIMEX DESPACHOS TRANSPORTES E SERVICOS LTDA";"MARIMEX";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Fundos de Direitos da Criança e do Adolescente";"35.000,00";
"19.916.528/0001-33";"CV ENGENHARIA E NEGOCIOS LTDA";"***************";"SÃO PAULO";"SANTOS";"71120 - Serviços de engenharia";"Imposto de Importação";"35.255,00";
"43.540.623/0001-60";"IMPORTADORA DE SEMENTES RESULTADO LTDA";"";"SÃO PAULO";"SANTOS";"46231 - Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"COFINS";"35.782,00";
"19.984.198/0001-13";"BETTER LIFE IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E ALIMENTICIOS LTDA";"LUNA PARK";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"IPI";"35.810,00";
"31.060.811/0001-01";"PV8 SBC PECAS PARA AR CONDICIONADO AUTOMOTIVO LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Imposto de Importação";"36.072,00";
"11.448.459/0001-79";"THE BIRD ENTRETENIMENTO LTDA";"THE BIRD ENTRETENIMENTO";"SÃO PAULO";"SANTOS";"59111 - Atividades de produção cinematográfica, de vídeos e de programas de televisão";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"36.107,73";
"33.966.082/0001-82";"SET PORT LOGISTICA LTDA";"SET PORT LOGISTICS";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"IPI";"36.789,00";
"11.151.807/0001-41";"ASA IMPORTADORA E EXPORTADORA LTDA";"ASA IMPORTADORA E EXPORTADORA";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"IPI";"37.183,00";
"05.488.675/0001-45";"ARGUS BRASIL SERVICOS E COMERCIO LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"IPI";"37.586,00";
"27.637.346/0001-51";"TN SANTOS CONTROLE DE PRAGAS LTDA";"";"SÃO PAULO";"SANTOS";"81222 - Imunização e controle de pragas urbanas";"COFINS";"37.724,00";
"05.457.125/0001-69";"GELOG - LOCACOES E TRANSPORTES LTDA";"GELOG LOCACOES E TRANSPORTES LTDA";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"37.821,33";
"04.028.583/0008-96";"EQUINOR BRASIL ENERGIA LTDA.";"CONSORCIO NORTE DE CARCARA";"SÃO PAULO";"SANTOS";"06000 - Extração de petróleo e gás natural";"PIS";"38.389,00";
"17.696.895/0001-43";"RED ALIMENTOS - COMERCIO DE PRODUTOS ALIMENTICIOS LTDA";"";"SÃO PAULO";"SANTOS";"46320 - Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas";"COFINS";"38.482,00";
"11.151.807/0001-41";"ASA IMPORTADORA E EXPORTADORA LTDA";"ASA IMPORTADORA E EXPORTADORA";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"PIS";"38.542,00";
"28.324.225/0001-12";"AF GLOBAL BUSINESS COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"AF GLOBAL BUSINESS COM. IMP. E EXP. LTDA";"SÃO PAULO";"SANTOS";"47245 - Comércio varejista de hortifrutigranjeiros";"COFINS";"38.811,00";
"58.138.058/0031-00";"EUDMARCO S.A. SERVICOS E COMERCIO INTERNACIONAL";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"PIS";"39.048,00";
"04.211.171/0001-10";"RUIVO & RUIVO COMERCIO DE ADESIVOS E LETREIROS LTDA";"XIS DESIGN COMUNICACAO VISUAL";"SÃO PAULO";"SANTOS";"32990 - Fabricação de produtos diversos não especificados anteriormente";"Imposto de Importação";"39.622,00";
"55.421.820/0001-49";"G. PIEROTTI SHIP SUPPLIER LTDA";"";"SÃO PAULO";"SANTOS";"46931 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"Pronac - Programa Nacional de Apoio à Cultura - Dedução do Imposto de Renda";"40.000,00";
"05.515.245/0001-75";"PIATEC CONSTRUCOES LTDA";"NAO POSSUI NOME FANTASIA";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"40.232,00";
"08.779.731/0001-99";"AGM TRANSPORTES E TURISMO LTDA";"AGM";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"40.445,99";
"02.390.435/0001-15";"ECOPORTO SANTOS S.A.";"ECOPORTO SANTOS";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Programa de Alimentação do Trabalhador";"40.731,89";
"74.461.088/0001-85";"PONEY TOUR TRANSPORTE, LOCACAO E AGENCIA DE TURISMO LTDA";"";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"40.869,69";
"00.945.362/0003-17";"RIMAC IMPORTACAO, EXPORTACAO E REPRESENTACOES LTDA.";"RIMAC IMPORTACAO, EXPORTACAO E REPRESENTACOES LTDA.";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"Imposto de Importação";"40.914,00";
"58.138.769/0001-50";"CINEMA E BOMBONIERE ROXY LTDA";"";"SÃO PAULO";"SANTOS";"59146 - Atividades de exibição cinematográfica";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"40.948,75";
"29.324.208/0001-48";"DEPOTRANS TANK CONTAINERS LTDA.";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa de Alimentação do Trabalhador";"40.971,33";
"52.223.427/0004-03";"RODRIMAR S/A TRANSP. EQUIP. INDUSTRIAIS E ARM.GERAIS EM RECUPERACAO JUDICIAL";"RODRIMAR";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"COFINS";"41.238,00";
"45.557.022/0001-95";"TRANSBRASA TRANSITARIA BRASILEIRA LTDA";"TRANSBRASA";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"IPI";"41.378,00";
"71.628.184/0001-87";"POTHIMAR TECNOLOGIA & AMBIENTAL LTDA";"";"SÃO PAULO";"SANTOS";"47890 - Comércio varejista de outros produtos novos não especificados anteriormente";"Imposto de Importação";"41.435,00";
"05.488.675/0001-45";"ARGUS BRASIL SERVICOS E COMERCIO LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Imposto de Importação";"41.451,00";
"02.451.861/0001-11";"RRPJ CAFE - ASSESSORIA E REPRESENTACAO LTDA";"";"SÃO PAULO";"SANTOS";"46184 - Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"41.707,04";
"17.263.166/0001-01";"NJR COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"NJR IMPORTACAO";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"COFINS";"41.961,00";
"16.507.211/0001-55";"INESC P&D BRASIL - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES, PESQUISA E DESENVOLVIMENTO DO BRASIL";"INESC P&D BRASIL - INSTITUTO DE ENGENHARIA DE SISTEMAS";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"42.251,00";
"00.955.354/0001-90";"EQUIPORT EQUIPAMENTOS PARA PORTOS LTDA";"";"SÃO PAULO";"SANTOS";"46699 - Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"Imposto de Importação";"44.159,00";
"33.000.167/0289-79";"PETROLEO BRASILEIRO S A PETROBRAS";"PETROBRAS - MEXILHAO";"SÃO PAULO";"SANTOS";"06000 - Extração de petróleo e gás natural";"IPI";"44.235,00";
"31.060.811/0001-01";"PV8 SBC PECAS PARA AR CONDICIONADO AUTOMOTIVO LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"IPI";"45.318,00";
"05.210.375/0001-08";"TRISKEL BRAZIL LTDA";"";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"COFINS";"45.478,00";
"58.251.711/0001-19";"INSTITUTO SUPERIOR DE EDUCACAO SANTA CECILIA";"";"SÃO PAULO";"SANTOS";"85317 - Educação superior - graduação";"COFINS";"45.497,00";
"12.097.734/0002-09";"RISHIS EMPREENDIMENTOS E PARTICIPACOES S.A.";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"PIS";"45.736,00";
"01.178.071/0003-03";"AMSPEC BRASIL INSPECOES TECNICAS LTDA.";"";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"IPI";"46.801,00";
"04.272.637/0001-98";"AGEO NORTE TERMINAIS E ARMAZENS GERAIS S.A";"";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"Imposto de Importação";"47.490,00";
"05.146.846/0001-58";"M K R TRANSPORTES E SERVICOS LTDA";"M K R TURISMO";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"47.730,05";
"38.383.051/0001-12";"GEO RESOURCES BRASIL LTDA";"";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Imposto de Importação";"47.870,00";
"58.188.756/0001-96";"BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.A";"DEICMAR";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Fundos do Idoso";"48.000,00";
"12.866.525/0001-93";"A&H IMPORTADORA E EXPORTADORA LTDA";"A. H. FUN GIFTS";"SÃO PAULO";"SANTOS";"46478 - Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";"COFINS";"48.034,00";
"58.251.711/0001-19";"INSTITUTO SUPERIOR DE EDUCACAO SANTA CECILIA";"";"SÃO PAULO";"SANTOS";"85317 - Educação superior - graduação";"IPI";"48.337,00";
"38.383.051/0001-12";"GEO RESOURCES BRASIL LTDA";"";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"COFINS";"48.347,00";
"17.708.825/0001-68";"AIGNEP DO BRASIL INDUSTRIA E COMERCIO DE COMPONENTES PARA AUTOMACAO LTDA";"";"SÃO PAULO";"SANTOS";"46630 - Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";"Programa de Alimentação do Trabalhador";"50.756,83";
"02.933.023/0002-65";"T-GRAO CARGO TERMINAL DE GRANEIS S/A";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"PIS";"51.257,00";
"35.009.835/0001-97";"NETAO PRODUCOES LTDA";"";"SÃO PAULO";"SANTOS";"82300 - Atividades de organização de eventos, exceto culturais e esportivos";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"51.882,74";
"55.678.759/0001-10";"HIDROTOP CONSTRUCOES, IMPORTACAO E COMERCIO LTDA";"HIDROTOP";"SÃO PAULO";"SANTOS";"71120 - Serviços de engenharia";"IPI";"53.852,00";
"15.301.412/0001-39";"PROTSAN EQUIPAMENTOS DE SEGURANCA E FERRAMENTAS LTDA";"";"SÃO PAULO";"SANTOS";"46729 - Comércio atacadista de ferragens e ferramentas";"PIS";"54.013,00";
"52.223.427/0004-03";"RODRIMAR S/A TRANSP. EQUIP. INDUSTRIAIS E ARM.GERAIS EM RECUPERACAO JUDICIAL";"RODRIMAR";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"Imposto de Importação";"54.209,00";
"09.260.988/0001-00";"DONNI COMERCIO DE MOBILIARIO CORPORATIVO LTDA";"";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"Imposto de Importação";"54.805,00";
"06.185.378/0001-93";"STRONG GERENCIAMENTO E GESTAO DE SERVICOS E INFRAESTRUTURA LTDA";"STRONG FACILITY";"SÃO PAULO";"SANTOS";"70204 - Atividades de consultoria em gestão empresarial";"Programa de Alimentação do Trabalhador";"54.903,69";
"45.557.022/0001-95";"TRANSBRASA TRANSITARIA BRASILEIRA LTDA";"TRANSBRASA";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Pronac - Programa Nacional de Apoio à Cultura - Dedução do Imposto de Renda";"55.000,00";
"16.918.525/0001-40";"S. M. COMISSARIA DE DESPACHOS LTDA";"";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"IPI";"55.113,00";
"07.247.975/0001-68";"TECNICAS NUTRICIONAIS ALIMENTACAO EMPRESARIAL LTDA";"";"SÃO PAULO";"SANTOS";"56201 - Serviços de catering, bufê e outros serviços de comida preparada";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"55.155,86";
"23.600.897/0001-90";"SD - IMPLANT - DISTRIBUIDORA DE PRODUTOS MEDICOS, HOSPITALARES, IMPORTACAO E EXPORTACAO LTDA";"SD-IMPLANT-DISTRIB.DE PROD. MEDICOS , HOSPITALARES";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"COFINS";"56.129,00";
"61.074.829/0010-14";"HITACHI ENERGY BRASIL LTDA.";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"IPI";"57.275,00";
"12.591.850/0001-90";"MP. DOS SANTOS GESTAO PUBLICITARIA LTDA";"MP DOS SANTOS";"SÃO PAULO";"SANTOS";"70204 - Atividades de consultoria em gestão empresarial";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"57.600,00";
"58.780.453/0001-68";"SAT SISTEMA A TRIBUNA DE COMUNICACAO-SANTOS LTDA";"";"SÃO PAULO";"SANTOS";"60217 - Atividades de televisão aberta";"Programa de Alimentação do Trabalhador";"58.260,12";
"12.043.608/0001-82";"BULKBRAZ MARITIMA LTDA";"";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"IPI";"58.497,00";
"02.406.691/0001-53";"COPABO INFRA - ESTRUTURA MARITIMA LTDA";"COPABO INFRA - ESTRUTURA MARITIMA";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"PIS";"59.706,00";
"54.834.007/0001-38";"ESSEMAGA LOGISTICA E TRANSPORTES LTDA";"";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"60.772,96";
"03.998.869/0009-12";"CTC INFRA & CONSTRUCOES LTDA";"";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"COFINS";"60.875,00";
"12.605.262/0001-69";"RR FALCAO TRANSP E LOCACAO LIMITADA";"RR FALCAO";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"62.537,82";
"21.148.206/0001-33";"R. M. QUARESMA LTDA";"";"SÃO PAULO";"SANTOS";"81117 - Serviços combinados para apoio a edifícios, exceto condomínios prediais";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"63.841,84";
"19.984.198/0001-13";"BETTER LIFE IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E ALIMENTICIOS LTDA";"LUNA PARK";"SÃO PAULO";"SANTOS";"46451 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"Imposto de Importação";"63.864,00";
"17.233.151/0001-92";"AGEO LESTE TERMINAIS E ARMAZENS GERAIS S.A.";"AGEO LESTE";"SÃO PAULO";"SANTOS";"52117 - Armazenamento";"Imposto de Importação";"64.204,00";
"45.050.663/0009-06";"MARIMEX DESPACHOS TRANSPORTES E SERVICOS LTDA";"MARIMEX";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"COFINS";"64.859,00";
"05.794.155/0003-22";"LM IMPORTACAO E EXPORTACAO LTDA";"LM PESCADOS";"SÃO PAULO";"SANTOS";"46346 - Comércio atacadista de carnes, produtos da carne e pescado";"PIS";"64.890,00";
"21.609.225/0001-10";"7SHIPPING SERVICOS MARITIMOS E TRANSPORTES LTDA";"";"SÃO PAULO";"SANTOS";"49230 - Transporte rodoviário de táxi";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"64.973,96";
"58.145.988/0001-67";"METALOCK BRASIL LTDA.";"METALOCK BRASIL";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"COFINS";"65.469,00";
"00.384.718/0001-29";"REEFERBRAS COMERCIO E SERVICOS LTDA";"REEFERBRAS COMERCIO E SERVICOS";"SÃO PAULO";"SANTOS";"00000 - Sem informação";"Programa de Alimentação do Trabalhador";"68.294,97";
"14.219.382/0001-53";"DINNA IMPORTACAO E EXPORTACAO LTDA";"";"SÃO PAULO";"SANTOS";"47547 - Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"IPI";"69.032,00";
"17.263.166/0001-01";"NJR COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"NJR IMPORTACAO";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Imposto de Importação";"69.190,00";
"27.637.346/0001-51";"TN SANTOS CONTROLE DE PRAGAS LTDA";"";"SÃO PAULO";"SANTOS";"81222 - Imunização e controle de pragas urbanas";"IPI";"69.192,00";
"07.385.199/0001-62";"UNA COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"UNA TRADE";"SÃO PAULO";"SANTOS";"46231 - Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"COFINS";"69.549,00";
"03.504.437/0003-12";"FRINSCAL - DISTRIBUIDORA E IMPORTADORA DE ALIMENTOS LTDA";"FRINSCAL-DISTRIBUIDORA E IMPORTADORA DE ALIMENTOS LTDA";"SÃO PAULO";"SANTOS";"46397 - Comércio atacadista de produtos alimentícios em geral";"PIS";"69.572,00";
"27.637.346/0001-51";"TN SANTOS CONTROLE DE PRAGAS LTDA";"";"SÃO PAULO";"SANTOS";"81222 - Imunização e controle de pragas urbanas";"Imposto de Importação";"70.365,00";
"09.109.958/0001-90";"ECOTEC BRASIL TRATAMENTOS FITOSSANITARIOS LTDA.";"";"SÃO PAULO";"SANTOS";"74901 - Atividades profissionais, científicas e técnicas não especificadas anteriormente";"Atividade Audiovisual - Dedução do Imposto de Renda";"72.000,00";
"57.954.299/0001-30";"MENDES TUR CAMBIO E TURISMO LTDA.";"";"SÃO PAULO";"SANTOS";"79112 - Agências de viagens";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"72.303,92";
"58.251.711/0001-19";"INSTITUTO SUPERIOR DE EDUCACAO SANTA CECILIA";"";"SÃO PAULO";"SANTOS";"85317 - Educação superior - graduação";"Imposto de Importação";"72.421,00";
"03.902.252/0014-19";"OLAM BRASIL LTDA";"OLAM BRASIL";"SÃO PAULO";"SANTOS";"46231 - Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"PIS";"73.570,00";
"20.299.812/0001-97";"LVR EVENTOS LTDA";"LVR EVENTOS";"SÃO PAULO";"SANTOS";"90019 - Artes cênicas, espetáculos e atividades complementares";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"74.325,89";
"08.419.273/0001-87";"PALMYRA RECURSOS NATURAIS EXPLORACAO E COMERCIO LTDA";"";"MINAS GERAIS";"SANTOS DUMONT";"02101 - Produção florestal - florestas plantadas";"Programa de Alimentação do Trabalhador";"75.228,12";
"58.149.782/0001-05";"SERVIMEX LOGISTICA LTDA";"SERVIMEX";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Programa de Alimentação do Trabalhador";"75.373,55";
"07.315.273/0001-74";"ENTERPRISE SANTOS TRANSPORTES LTDA";"";"SÃO PAULO";"SANTOS";"49299 - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - CSLL";"75.375,13";
"67.534.917/0001-47";"LINE TRANSPORTES SERVICOS E EMBALAGENS LTDA";"";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa de Alimentação do Trabalhador";"77.439,63";
"36.040.978/0001-24";"EVERGREEN SHIPPING AGENCY (BRAZIL) S.A.";"";"SÃO PAULO";"SANTOS";"52320 - Atividades de agenciamento marítimo";"Programa de Alimentação do Trabalhador";"77.520,13";
"00.622.992/0001-99";"GREVILLE ASSESSORIA LTDA";"GREVILLE ASSESSORIAS";"SÃO PAULO";"SANTOS";"82199 - Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"Imposto de Importação";"77.533,00";
"33.813.452/0001-41";"LIBRA TERMINAIS S.A -";"";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Programa de Alimentação do Trabalhador";"78.426,18";
"12.866.525/0001-93";"A&H IMPORTADORA E EXPORTADORA LTDA";"A. H. FUN GIFTS";"SÃO PAULO";"SANTOS";"46478 - Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";"Imposto de Importação";"79.936,00";
"58.130.089/0001-90";"S.MAGALHAES S.A. LOGISTICA EM COMERCIO EXTERIOR";"";"SÃO PAULO";"SANTOS";"52508 - Atividades relacionadas à organização do transporte de carga";"Programa de Alimentação do Trabalhador";"80.234,42";
"09.089.219/0002-64";"IMPORTADORA DE SEMENTES RESULTADO LTDA";"IMPORTADORA DE SEMENTES RESULTADO";"SÃO PAULO";"SANTOS";"46231 - Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"COFINS";"80.242,00";
"02.861.221/0001-80";"BUREAU VERITAS DO BRASIL INSPECOES LTDA.";"";"SÃO PAULO";"SANTOS";"71201 - Testes e análises técnicas";"Programa de Alimentação do Trabalhador";"82.593,75";
"23.301.061/0001-94";"COSTAMAR COMERCIO DE IMPORTACAO E EXPORTACAO LTDA";"";"SÃO PAULO";"SANTOS";"46125 - Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos";"Imposto de Importação";"84.428,00";
"58.207.572/0001-26";"FUNDACAO LUSIADA";"";"SÃO PAULO";"SANTOS";"85325 - Educação superior - graduação e pós-graduação";"PIS";"84.514,00";
"05.146.846/0001-58";"M K R TRANSPORTES E SERVICOS LTDA";"M K R TURISMO";"SÃO PAULO";"SANTOS";"49302 - Transporte rodoviário de carga";"Programa Emergencial de Retomada do Setor de Eventos (Perse) - IRPJ";"84.898,70";
"45.050.663/0009-06";"MARIMEX DESPACHOS TRANSPORTES E SERVICOS LTDA";"MARIMEX";"SÃO PAULO";"SANTOS";"52311 - Gestão de portos e terminais";"Imposto de Importação";"85.260,00";
